DSH[K],charge[kg],P_cond,P_eva,Q_cond,Q_eva,W_comp,COP_H,COP_R,mtot,mdot,DSH,DSC
3.8421052631578947,0.3526315789473684,2827469.735027242,1228931.6233925624,8975.442815667497,7512.925466074448,1558.1267392499376,5.760406127160208,4.8217678811487925,0.35263157561801034,0.03271850453322856,3.8421052631578947,5.684341886080802e-14
3.8421052631578947,0.37368421052631584,2839362.5769253145,1220870.7640545072,9112.985547531356,7641.4243338758415,1569.3261696084762,5.806941682368626,4.869239092458558,0.37368421052687445,0.03249694952584662,3.8421052631578947,0.0
3.8421052631578947,0.39473684210526316,2849363.912492124,1214421.9339551355,9223.680706620975,7744.689570503591,1578.484192778567,5.843378570921738,4.906409329871593,0.3947368421534809,0.03231984633363299,3.8421052631578947,0.5926198452555127
3.8421052631578947,0.4157894736842105,2859854.3500967384,1209178.8631976098,9315.50701863961,7828.95381212045,1587.453573777821,5.8682075321866405,4.931768677485862,0.4157894699009592,0.032175950590411,3.8421052631578947,2.444360798404432
3.8421052631578947,0.4368421052631579,2871148.881905134,1204903.6997624093,9392.37508378031,7897.867580859352,1596.5568974472408,5.882894057078657,4.946812477204773,0.4368421052631658,0.032058680712447635,3.8421052631578947,4.040283667566882
3.8421052631578947,0.45789473684210524,2883417.0682054097,1201387.02291698,9457.691213002312,7954.6940099909925,1605.9927724827623,5.888999860429836,4.953131885950858,0.45789473938267106,0.03196225768186184,3.8421052631578947,5.42672827658015
3.8421052631578947,0.4789473684210527,2896532.292879969,1198475.5668718922,9513.788786925836,8001.836132907019,1615.7322409993826,5.888221170261014,4.952451854248836,0.4789473684183128,0.031882457061084606,3.8421052631578947,6.637738437498854
3.8421052631578947,0.5,2910614.1774617815,1196098.1617786405,9561.858489473256,8040.39539725351,1625.8833457316784,5.881023699870815,4.9452474055788915,0.5000000000000626,0.031817313187458,3.8421052631578947,7.688459303261425
4.315789473684211,0.1,,,,,,,,,,,
4.315789473684211,0.12105263157894737,,,,,,,,,,,
4.315789473684211,0.14210526315789473,,,,,,,,,,,
4.315789473684211,0.1631578947368421,2358508.6264206492,1567742.0991728539,3164.5126800641724,2227.078246742948,942.1252449362867,3.358908698257183,2.3638876664360686,0.16315789473754388,0.04206222972957529,4.315789473684211,5.684341886080802e-14
